key
barrier turnstile
barrier wall
barrier wicket_gate
boundary regional_park
bridge:structure simple-suspension
building boathouse
building dormitory
building entrance
building ger
club amateur_radio
club automobile
club fan
club motorcycle
club scout
club sport
craft cabinet_maker
craft electronics_repair
craft glaziery
craft hvac
craft information_electronics
craft painter
craft plumber
craft pottery
craft roofer
craft saddler
craft shoemaker
craft stand_builder
craft stonemason
craft toolmaker
craft window_construction
dock drydock
dock floating
emergency dry_riser_inlet
emergency fire_hydrant
emergency phone
footway sidewalk
garden:type botanical
healthcare dentist
highway crossing
highway emergency_access_point
highway escape
highway give_way
highway living_street
highway passing_place
highway platform
highway raceway
highway toll_gantry
highway traffic_signals
highway trunk
historic archaeological_site
historic battlefield
historic boundary_stone
historic city_gate
historic memorial
historic monastery
historic monument
historic optical_telegraph
historic railway_car
historic ruins
historic ship
historic wayside_cross
historic wreck
industrial shipyard
internet_access wlan
junction circular
landcover trees
landuse cemetery
landuse construction
landuse grass
landuse hop_garden
landuse industrial
landuse port
landuse quarry
landuse recreation_ground
landuse religious
landuse residential
leisure beach_resort
leisure bleachers
leisure common
leisure dog_park
leisure firepit
leisure fitness_station
leisure hackerspace
leisure ice_rink
leisure marina
leisure miniature_golf
leisure park
leisure picnic_table
leisure sauna
leisure stadium
leisure table_tennis_table
leisure tanning_salon
leisure track
locality subtownland
locality townland
military ammunition
military barracks
military bunker
military naval_base
military office
military range
name KFC
natural bare_rock
natural beach
natural cave_entrance
natural cliff
natural esker
natural fell
natural geothermal
natural geothermal_area
natural geothermal_field
natural heath
natural meadow
natural moor
natural mountain_range
natural plant
natural ridge
natural scree
natural shrub
natural tree
natural wetland
office association
office lawyer
office moving_company
office private_investigator
office tax_advisor
office visa
path desire
place borough
place city
place suburb
power cable_distribution_cabinet
power catenary_mast
power plant
power pole
public_transport platform
public_transport station
public_transport stop_position
railway crossing
railway halt
railway roundhouse
railway station
railway stop
railway subway
railway tram_stop
railway traverser
railway turntable
railway water_crane
religion buddhist
residential rural
residential university
residential urban
route detour
seamark landmark
service drive-through
service parking_aisle
shop antiques
shop art
shop atv
shop beverages
shop bicycle
shop board
shop boutique
shop car
shop caravan
shop chemist
shop computer
shop confectionery
shop country_store
shop electronics
shop erotic
shop funeral_directors
shop general
shop glaziery
shop groundskeeping
shop hairdresser
shop hardware
shop hifi
shop hookah
shop household_linen
shop houseware
shop insurance
shop kitchen
shop laundry
shop mall
shop massage
shop mobile_home
shop motorcycle
shop music
shop outdoor
shop paint
shop pet_grooming
shop pottery
shop rental
shop robot
shop second_hand
shop ski
shop snowmobile
shop storage_rental
shop trailer
shop trophy
shop variety_store
shop vehicles
sport archery
sport athletics
sport australian_football
sport badminton
sport balle_pelote
sport base
sport baseball
sport beachvolleyball
sport bmx
sport bobsleigh
sport boules
sport bowls
sport boxing
sport bullfighting
sport canadian_football
sport canoe
sport cliff_diving
sport climbing_adventure
sport croquet
sport curling
sport cycling
sport dancing
sport darts
sport disc_golf
sport fencing
sport fitness
sport free_flying
sport futsal
sport golf
sport handball
sport horse_racing
sport ice_hockey
sport ice_skating
sport judo
sport karate
sport karting
sport korfball
sport laser_tag
sport model_aerodrome
sport multi
sport netball
sport paddle_tennis
sport parachuting
sport pole_dance
sport racquet
sport roller_skating
sport rowing
sport running
sport sailing
sport scuba_diving
sport shooting
sport shot-put
sport skateboard
sport skiing
sport soccer
sport swimming
sport table_soccer
sport table_tennis
sport tennis
sport volleyball
sport windsurfing
tourism aquarium
tourism camp_pitch
tourism hostel
tourism hotel
tourism motel
tourism museum
tourism resort
tourism viewpoint
tourism wilderness_hut
vending pet_food
wall noise_barrier
water lock
waterway boatyard
waterway dam
waterway lock_gate
playground 
emergency fire_water_pond
emergency suction_point
emergency water_tank
natural grassland
waterway riverbank
canoe 
craft 
designation 
fair_trade 
leaf_type 
lock_name 
lock_ref 
material 
parking:lane 
post_box:type 
start_date 
surface 
tactile_paving 
year_of_construction 
aeroway heliport
amenity animal_breeding
amenity archive
amenity dancing_school
amenity emergency_phone
amenity weighbridge
barrier hedge_bank
craft car_repair
craft carpenter
craft distillery
craft dressmaker
craft handicraft
craft organ_builder
craft parquet_layer
craft photographer
craft tiler
cuisine coffee_shop
emergency access_point
emergency defibrillator
emergency lifeguard_tower
government register_office
highway corridor
highway elevator
historic aircraft
information guidepost
landuse allotments
leisure bandstand
leisure fitness_centre
leisure horse_riding
natural glacier
natural shingle
natural tree_row
office parish
power minor_line
power station
power sub_station
power tower
railway buffer_stop
route fitness_trail
shop doityourself
shop frame
shop lamps
sport chess
water lake
waterway river
after_school 
brewery 
consulting 
conveying 
evacuation_route 
fee 
fuel:diesel_G2 
kerb 
lanes:psv 
mountain_pass 
pump 
railway:preserved 
seasonal 
traffic_signals 
abandoned:amenity prison_camp
aerodrome:type regional
amenity events_venue
amenity language_school
amenity letter_box
amenity lounger
amenity love_hotel
amenity mobile_library
amenity mortuary
amenity music_school
amenity post_depot
amenity prison_camp
animal school
attraction water_slide
barrier border_control
barrier spikes
boundary national_park
building apartments
building barn
building brewery
building carport
building civic
building conservatory
building construction
building container
building detached
building grandstand
building house
building kiosk
building public
building sports_hall
building sty
building terrace
building warehouse
craft bakery
craft confectionery
craft dental_technician
craft electrician
craft luthier
craft oil_mill
craft printer
craft watchmaker
cycleway lane
cycleway share_busway
cycleway track
emergency dry_riser
emergency ses_station
generator:source wind
generator:type solar_photovoltaic_panel
generator:type solar_thermal_collector
government customs
highway bridleway
highway bus_guideway
highway cycleway
historic aqueduct
historic pillory
industrial depot
industrial factory
industrial scrap_yard
landuse apiary
landuse depot
landuse farmland
landuse plant_nursery
leisure bowling_alley
memorial ghost_bike
military training_area
natural bay
natural geyser
natural mud
natural saddle
natural sinkhole
office consulting
office engineer
office foundation
office logistics
office ngo
office notary
office therapist
office water_utility
