,latitude,longitude,address,bathrooms,country,detailedType,distance,district,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,municipality,neighborhood,newDevelopment,numPhotos,operation,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url,parkingSpace
57,44.402931,8.941907,quartiere San Vincenzo-Portoria,2,it,{'typology': 'flat'},330,Centro Est,0,21711266-4,3,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,68,sale,590000,2107,17497613,flat,Genova,11,0,280,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/be/36/39/216940045.jpg,https://www.idealista.it/immobile/17497613/,0
58,44.405315,8.934295,quartiere Prè-Molo-Maddalena,1,it,{'typology': 'flat'},331,Centro Est,0,482v (54747395),4,0,0,1,1,0,Genova,Prè-Molo-Maddalena,0,12,sale,280000,3373,14336749,flat,Genova,5,0,83,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/31/04/fd/154706039.jpg,https://www.idealista.it/immobile/14336749/,0
59,44.402553,8.941634,Mura di Santa Chiara,3,it,{'typology': 'flat'},334,Centro Est,0,Via Mura di Santa Chiara (2380909) (70444038),1,0,0,1,1,0,Genova,Carignano,0,11,sale,590000,1595,16210535,flat,Genova,14,0,370,renew,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Mura di Santa Chiara'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ce/12/f4/192163707.jpg,https://www.idealista.it/immobile/16210535/,0
60,44.407038,8.936243,Piazza Piccapietra,1,it,{'typology': 'flat'},340,Centro Est,0,-71382516,1,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,21,sale,239000,2988,16261435,flat,Genova,2,0,80,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Piazza Piccapietra'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/64/e1/43/192968155.jpg,https://www.idealista.it/immobile/16261435/,0
61,44.402778,8.941985,Via Granello,1,it,{'typology': 'flat'},344,Centro Est,0,2576942 (2576942),2,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,15,sale,180000,2250,17738702,flat,Genova,3,0,80,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Granello'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b2/4c/dc/222038767.jpg,https://www.idealista.it/immobile/17738702/,0
62,44.402316,8.941619,"Via Luigi Lanfranconi, 1",2,it,{'typology': 'flat'},349,Centro Est,0,,4,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,7,sale,329000,1605,17333077,flat,Genova,9,1,205,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Luigi Lanfranconi, 1'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9d/3f/5f/213518634.jpg,https://www.idealista.it/immobile/17333077/,0
63,44.402323,8.941685,Via Macaggi s.c.n,2,it,"{'subTypology': 'duplex', 'typology': 'flat'}",353,Centro Est,0,261,1,0,0,1,0,1,Genova,San Vincenzo-Portoria,0,78,sale,260000,3467,17745718,duplex,Genova,4,1,75,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento su due piani in Via Macaggi s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/69/44/13/222139908.jpg,https://www.idealista.it/immobile/17745718/,0
64,44.405076,8.942563,quartiere San Vincenzo-Portoria,2,it,{'typology': 'flat'},354,Centro Est,0,-55152973,0,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,19,sale,600000,2182,17686628,flat,Genova,15,0,275,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/aa/9f/28/221084131.jpg,https://www.idealista.it/immobile/17686628/,0
65,44.404976,8.93385,"Via di Ravecca, 10",1,it,{'typology': 'flat'},355,Centro Est,0,21611172-58 (75060628),4,0,0,0,1,0,Genova,Prè-Molo-Maddalena,0,21,sale,109000,3114,17512726,flat,Genova,2,1,35,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Via di Ravecca, 10'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/29/35/f3/217233639.jpg,https://www.idealista.it/immobile/17512726/,0
66,44.404976,8.93385,"Via di Ravecca, 10",1,it,"{'subTypology': 'studio', 'typology': 'flat'}",355,Centro Est,0,33421001-25 (75724918),5,0,0,0,0,0,Genova,Prè-Molo-Maddalena,0,20,sale,119000,2380,17738520,studio,Genova,1,1,50,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Monolocale in Via di Ravecca, 10'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d4/7a/dd/222035926.jpg,https://www.idealista.it/immobile/17738520/,0
67,44.405845,8.942184,quartiere San Vincenzo-Portoria,1,it,{'typology': 'flat'},356,Centro Est,0,483v (53729590),0,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,11,sale,285000,3800,14345836,flat,Genova,3,0,75,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e0/36/9a/154708898.jpg,https://www.idealista.it/immobile/14345836/,0
68,44.404914,8.933687,"Salita di Coccagna, 7",1,it,{'typology': 'flat'},366,Centro Est,0,21611160-95 (74985822),1,0,0,0,1,0,Genova,Prè-Molo-Maddalena,0,21,sale,169000,1798,17491631,flat,Genova,4,1,94,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Salita di Coccagna, 7'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f2/6c/72/216789319.jpg,https://www.idealista.it/immobile/17491631/,0
69,44.406836,8.935239,Via delle Casaccie,2,it,"{'subTypology': 'penthouse', 'typology': 'flat'}",367,Centro Est,0,1788647 (1788647),7,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,18,sale,430000,2688,15778799,penthouse,Genova,5,0,160,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Attico in Via delle Casaccie'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/36/90/a0/183463634.jpg,https://www.idealista.it/immobile/15778799/,0
70,44.407278,8.936128,Via Ettore Vernazza s.c.n,1,it,"{'subTypology': 'penthouse', 'typology': 'flat'}",368,Centro Est,0,-65291924,6,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,21,sale,460000,3833,13340610,penthouse,Genova,3,1,120,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Attico in Via Ettore Vernazza s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/56/b5/66/188075071.jpg,https://www.idealista.it/immobile/13340610/,0
71,44.407638,8.938143,Piazza Piccapietra,1,it,{'typology': 'flat'},368,Centro Est,0,V031 (1762709),4,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,18,sale,250000,3125,11123354,flat,Genova,3,0,80,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Piazza Piccapietra'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e6/28/87/164747607.jpg,https://www.idealista.it/immobile/11123354/,0
72,44.404961,8.933648,Via di Ravecca s.c.n,1,it,{'typology': 'flat'},370,Centro Est,0,bilo ravecca (54932143),3,0,0,,1,0,Genova,Prè-Molo-Maddalena,0,11,sale,130000,2766,15561559,flat,Genova,2,1,47,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Via di Ravecca s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9c/2a/09/179682173.jpg,https://www.idealista.it/immobile/15561559/,0
73,44.404961,8.933648,Via di Ravecca s.c.n,1,it,{'typology': 'flat'},370,Centro Est,0,3356409511 (54956154),4,0,0,1,0,0,Genova,Prè-Molo-Maddalena,0,6,sale,153000,2782,15742069,flat,Genova,4,1,55,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Via di Ravecca s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/db/4e/a2/182858425.jpg,https://www.idealista.it/immobile/15742069/,0
74,44.406413,8.941947,Via Colombo s.c.n,1,it,{'typology': 'flat'},375,Centro Est,0,,6,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,3,sale,270000,3600,14355593,flat,Genova,2,1,75,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Colombo s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/21/62/3b/149322110.jpg,https://www.idealista.it/immobile/14355593/,0
75,44.4077,8.93876,"Passo Santa Caterina Fieschi Adorno, 4",4,it,{'typology': 'flat'},378,Centro Est,0,01-241019,1,0,0,,1,0,Genova,San Vincenzo-Portoria,0,4,sale,440334,2258,17635952,flat,Genova,10,1,195,,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Passo Santa Caterina Fieschi Adorno, 4'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4a/5a/ce/220091697.jpg,https://www.idealista.it/immobile/17635952/,1
76,44.4077,8.93876,"Passo Santa Caterina Fieschi Adorno, 4",2,it,{'typology': 'flat'},378,Centro Est,0,01-241019Z,0,0,0,,0,0,Genova,San Vincenzo-Portoria,0,2,sale,440334,2258,17709088,flat,Genova,3,1,195,,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Passo Santa Caterina Fieschi Adorno, 4'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ec/9c/98/221497917.jpg,https://www.idealista.it/immobile/17709088/,0
77,44.405588,8.942673,"Via Galata, 26",1,it,{'typology': 'flat'},379,Centro Est,0,21711295-64,3,0,0,0,0,0,Genova,San Vincenzo-Portoria,0,29,sale,268000,2393,17626016,flat,Genova,5,1,112,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Galata, 26'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/df/34/42/221792625.jpg,https://www.idealista.it/immobile/17626016/,0
78,44.402828,8.933923,quartiere Prè-Molo-Maddalena,1,it,{'typology': 'flat'},380,Centro Est,0,-55156701,0,0,0,1,0,0,Genova,Prè-Molo-Maddalena,0,27,sale,260000,3824,17075852,flat,Genova,3,0,68,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4b/3c/3c/208399345.jpg,https://www.idealista.it/immobile/17075852/,0
79,44.407611,8.936896,"Via XII Ottobre, 10",2,it,{'typology': 'flat'},380,Centro Est,0,01-011019C,7,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,2,sale,193500,1573,17636075,flat,Genova,3,1,123,,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via XII Ottobre, 10'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/40/17/f2/220092462.jpg,https://www.idealista.it/immobile/17636075/,0
80,44.407611,8.936896,"Via XII Ottobre, 10",2,it,{'typology': 'flat'},380,Centro Est,0,,7,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,3,sale,193500,1654,17742714,flat,Genova,6,1,117,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via XII Ottobre, 10'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/51/cf/88/222088265.jpg,https://www.idealista.it/immobile/17742714/,0
81,44.407045,8.941184,quartiere San Vincenzo-Portoria,2,it,{'typology': 'flat'},383,Centro Est,0,-55221663,2,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,22,sale,270000,1742,17483397,flat,Genova,8,0,155,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3d/2c/9e/216623007.jpg,https://www.idealista.it/immobile/17483397/,0
82,44.402036,8.934559,quartiere Carignano,2,it,{'typology': 'flat'},386,Centro Est,0,-54823318,0,0,0,,0,0,Genova,Carignano,0,7,sale,590000,2810,14759371,flat,Genova,9,0,210,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/bc/17/dc/160362270.jpg,https://www.idealista.it/immobile/14759371/,0
83,44.407,8.935063,quartiere Prè-Molo-Maddalena,1,it,{'typology': 'flat'},389,Centro Est,0,-53342142,3,0,0,,0,0,Genova,Prè-Molo-Maddalena,0,5,sale,280000,3500,8564841,flat,Genova,4,0,80,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/15/d4/3e/154875481.jpg,https://www.idealista.it/immobile/8564841/,0
84,44.402518,8.942635,Via Domenico Fiasella,2,it,{'typology': 'flat'},403,Centro Est,0,-73524670,5,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,23,sale,515000,2641,16987445,flat,Genova,4,0,195,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Domenico Fiasella'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a9/e2/0f/206418875.jpg,https://www.idealista.it/immobile/16987445/,0
85,44.4056,8.933463,Salita del prione s.c.n,1,it,{'typology': 'flat'},404,Centro Est,0,-53512509,4,0,0,1,0,0,Genova,Prè-Molo-Maddalena,0,9,sale,270000,3253,13422559,flat,Genova,4,1,83,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Salita del prione s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/11/f8/13/132408590.jpg,https://www.idealista.it/immobile/13422559/,0
86,44.407259,8.941301,Via XX Settembre,1,it,{'typology': 'flat'},407,Centro Est,0,1739735 (2517982),1,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,8,sale,49000,1633,17002651,flat,Genova,2,0,30,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via XX Settembre'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e1/01/d3/207025156.jpg,https://www.idealista.it/immobile/17002651/,0
87,44.400771,8.936917,Via Corsica s.c.n,1,it,{'typology': 'flat'},408,Centro Est,0,3356409511 (54921203),2,1,0,1,1,0,Genova,Carignano,0,11,sale,275000,2806,15465649,flat,Genova,6,1,98,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Via Corsica s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3b/67/c0/177988893.jpg,https://www.idealista.it/immobile/15465649/,0
88,44.400771,8.936917,"Via Corsica, Genova, GE s.c.n",3,it,{'typology': 'flat'},408,Centro Est,0,40100,0,0,0,1,1,0,Genova,Carignano,0,17,sale,945000,4500,15437411,flat,Genova,4,1,210,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Via Corsica, Genova, GE s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/14/95/be/177543362.jpg,https://www.idealista.it/immobile/15437411/,0
89,44.400771,8.936917,Via Corsica s.c.n,1,it,{'typology': 'flat'},408,Centro Est,0,9062,0,0,0,1,1,1,Genova,Carignano,0,23,sale,360000,3429,17510878,flat,Genova,5,1,105,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Via Corsica s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1d/7f/d4/217205350.jpg,https://www.idealista.it/immobile/17510878/,0
90,44.400771,8.936917,Via Corsica s.c.n,2,it,{'typology': 'flat'},408,Centro Est,0,9061,0,0,0,1,1,1,Genova,Carignano,0,23,sale,480000,3840,17510870,flat,Genova,6,1,125,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Via Corsica s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/01/b8/75/218661292.jpg,https://www.idealista.it/immobile/17510870/,0
91,44.400771,8.936917,Via Corsica s.c.n,2,it,{'typology': 'flat'},408,Centro Est,0,9072,0,0,0,1,1,1,Genova,Carignano,0,23,sale,390000,3000,17510869,flat,Genova,6,1,130,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Via Corsica s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/70/38/fb/217205302.jpg,https://www.idealista.it/immobile/17510869/,0
92,44.400771,8.936917,Via Corsica s.c.n,2,it,"{'subTypology': 'penthouse', 'typology': 'flat'}",408,Centro Est,0,-55206135,0,0,0,1,0,0,Genova,Carignano,0,0,sale,850000,6538,17376833,penthouse,Genova,7,1,130,good,"{'subtitle': 'Carignano, Genova', 'title': 'Attico in Via Corsica s.c.n'}",,https://www.idealista.it/immobile/17376833/,1
93,44.405615,8.933395,Salita del Prione s.c.n,1,it,{'typology': 'flat'},410,Centro Est,0,419,3,0,0,0,0,0,Genova,Prè-Molo-Maddalena,0,12,sale,150000,3000,15970918,flat,Genova,4,1,50,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Salita del Prione s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1c/ac/c1/206857748.jpg,https://www.idealista.it/immobile/15970918/,0
94,44.407977,8.936867,"Via XII Ottobre, 2",1,it,{'typology': 'flat'},420,Centro Est,0,"Genova, XII OttobreVRG",12,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,19,sale,187000,3117,17196953,flat,Genova,2,1,60,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via XII Ottobre, 2'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3a/98/80/210803857.jpg,https://www.idealista.it/immobile/17196953/,0
95,44.403566,8.943461,"Via Malta, 3",2,it,{'typology': 'flat'},423,Centro Est,0,21711273-47,5,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,49,sale,350000,2465,17736987,flat,Genova,9,1,142,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Malta, 3'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1d/b9/26/222017709.jpg,https://www.idealista.it/immobile/17736987/,0
96,44.402004,8.942517,"Via Giuseppe Macaggi, 25",2,it,{'typology': 'flat'},426,Centro Est,0,21711225-41,1,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,60,sale,319000,1470,17498433,flat,Genova,10,1,217,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Giuseppe Macaggi, 25'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e9/24/dd/216961609.jpg,https://www.idealista.it/immobile/17498433/,0
97,44.403744,8.932893,Stradone di Sant'Agostino,1,it,{'typology': 'flat'},428,Centro Est,0,21611002-287 (74728508),1,0,0,1,1,0,Genova,Prè-Molo-Maddalena,0,24,sale,220000,2588,17410208,flat,Genova,3,0,85,good,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': ""Appartamento in Stradone di Sant'Agostino""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/28/83/13/215104806.jpg,https://www.idealista.it/immobile/17410208/,0
98,44.408028,8.936745,"Piazza Piccapietra, 73",1,it,"{'subTypology': 'studio', 'typology': 'flat'}",428,Centro Est,0,26832 (5112134),4,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,15,sale,160000,3265,17467291,studio,Genova,1,1,49,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Monolocale in Piazza Piccapietra, 73'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ca/ce/d2/217082060.jpg,https://www.idealista.it/immobile/17467291/,0
99,44.40237,8.93356,Via Gabriele d'Annunzio,1,it,{'typology': 'flat'},429,Centro Est,0,DANNUNZIO (2580220),6,0,0,1,0,0,Genova,Carignano,0,16,sale,85000,1889,17781238,flat,Genova,2,0,45,,"{'subtitle': 'Carignano, Genova', 'title': ""Appartamento in Via Gabriele d'Annunzio""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1a/0c/07/223021983.jpg,https://www.idealista.it/immobile/17781238/,0
100,44.400479,8.937595,quartiere Carignano,3,it,{'typology': 'flat'},430,Centro Est,0,-54150574,0,0,0,1,1,0,Genova,Carignano,0,10,sale,750000,3000,16824448,flat,Genova,7,0,250,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/af/4c/15/203238438.jpg,https://www.idealista.it/immobile/16824448/,0
101,44.406745,8.942484,Via Colombo,2,it,{'typology': 'flat'},432,Centro Est,0,033 (2407847),3,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,23,sale,270000,1588,16182129,flat,Genova,10,0,170,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Colombo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8e/d1/3c/191643350.jpg,https://www.idealista.it/immobile/16182129/,0
102,44.408047,8.936661,"Piazza Piccapietra, 80",1,it,{'typology': 'flat'},432,Centro Est,0,93971,1,0,0,1,1,1,Genova,San Vincenzo-Portoria,0,29,sale,239000,2685,17058606,flat,Genova,3,1,89,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Piazza Piccapietra, 80'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/38/3b/39/223661059.jpg,https://www.idealista.it/immobile/17058606/,0
103,44.402253,8.942854,Via Brigata Liguria,2,it,{'typology': 'flat'},433,Medio Levante,0,43/19,5,0,0,1,1,0,Genova,Foce,0,17,sale,540000,2571,17225110,flat,Genova,9,0,210,good,"{'subtitle': 'Foce, Genova', 'title': 'Appartamento in Via Brigata Liguria'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/58/1d/36/212158075.jpg,https://www.idealista.it/immobile/17225110/,0
104,44.400421,8.937464,quartiere Carignano,2,it,{'typology': 'flat'},437,Centro Est,0,-55094919,1,0,0,1,0,0,Genova,Carignano,0,5,sale,230000,3833,16700786,flat,Genova,5,0,60,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/fc/05/82/201047833.jpg,https://www.idealista.it/immobile/16700786/,0
105,44.40273,8.943306,Via Brigata Liguria s.c.n,2,it,{'typology': 'flat'},440,Medio Levante,0,BRIGATA LIGURIA_,3,0,0,1,1,0,Genova,Foce,0,19,sale,335000,2310,16583412,flat,Genova,10,1,145,good,"{'subtitle': 'Foce, Genova', 'title': 'Appartamento in Via Brigata Liguria s.c.n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9c/b6/4e/198623050.jpg,https://www.idealista.it/immobile/16583412/,0
106,44.401468,8.934318,Piazza di Carignano,1,it,{'typology': 'flat'},444,Centro Est,0,92/19,2,0,0,1,0,0,Genova,Carignano,0,13,sale,395000,2821,17359095,flat,Genova,8,0,140,renew,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Piazza di Carignano'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ef/94/f2/214094654.jpg,https://www.idealista.it/immobile/17359095/,0
107,44.408303,8.937285,Via Roma,2,it,{'typology': 'flat'},449,Centro Est,0,V230 (2530882),0,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,5,sale,690000,3000,17119395,flat,Genova,9,0,230,,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via Roma'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f6/f3/fd/209267589.jpg,https://www.idealista.it/immobile/17119395/,0
108,44.400279,8.938631,quartiere Carignano,1,it,{'typology': 'flat'},450,Centro Est,0,GE-019 (54149620),0,0,0,,0,0,Genova,Carignano,0,6,sale,115000,1917,13273406,flat,Genova,5,0,60,,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/03/eb/21/129816071.jpg,https://www.idealista.it/immobile/13273406/,0
109,44.40599,8.932965,Vico del Dragone,1,it,{'typology': 'flat'},457,Centro Est,0,11 (64934962),0,0,0,0,1,0,Genova,Prè-Molo-Maddalena,0,6,sale,98000,1153,13182380,flat,Genova,5,0,85,renew,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento in Vico del Dragone'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/21/8b/db/163294217.jpg,https://www.idealista.it/immobile/13182380/,0
110,44.404996,8.943949,"Via XX Settembre, Genova, GE, 1",2,it,{'typology': 'flat'},460,Centro Est,0,,5,0,0,1,1,0,Genova,San Vincenzo-Portoria,0,20,sale,420000,1615,16120086,flat,Genova,9,1,260,renew,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Via XX Settembre, Genova, GE, 1'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/61/12/10/196141367.jpg,https://www.idealista.it/immobile/16120086/,0
111,44.400893,8.934831,Piazza di Carignano,2,it,{'typology': 'flat'},467,Centro Est,0,27 (55243726),2,0,0,1,1,0,Genova,Carignano,0,12,sale,328000,2187,9745327,flat,Genova,6,0,150,good,"{'subtitle': 'Carignano, Genova', 'title': 'Appartamento in Piazza di Carignano'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/01/e4/3a/157945356.jpg,https://www.idealista.it/immobile/9745327/,0
112,44.407838,8.934943,Piazza Piccapietra,2,it,{'typology': 'flat'},470,Centro Est,0,L111 (2408111),3,0,0,1,0,0,Genova,San Vincenzo-Portoria,0,20,sale,500000,3333,16022048,flat,Genova,8,0,150,good,"{'subtitle': 'San Vincenzo-Portoria, Genova', 'title': 'Appartamento in Piazza Piccapietra'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/00/01/ef/188540507.jpg,https://www.idealista.it/immobile/16022048/,0
113,44.402653,8.943854,quartiere Foce,2,it,{'typology': 'flat'},483,Medio Levante,0,21711138-51,5,0,0,1,0,0,Genova,Foce,0,41,sale,570000,2850,17497783,flat,Genova,6,0,200,renew,"{'subtitle': 'Foce, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f5/dd/eb/216944558.jpg,https://www.idealista.it/immobile/17497783/,0
114,44.407682,8.934259,quartiere Prè-Molo-Maddalena,2,it,{'typology': 'flat'},489,Centro Est,0,Piazza Leonardo (53832001),1,0,0,1,0,0,Genova,Prè-Molo-Maddalena,0,8,sale,410000,1708,13453156,flat,Genova,8,0,240,renew,"{'subtitle': 'Prè-Molo-Maddalena, Genova', 'title': 'Appartamento'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8f/cc/d8/154754893.jpg,https://www.idealista.it/immobile/13453156/,0
