,building,4wd only,monitoring radiation,organic,noexit,abandoned place,bicycle road,bulk purchase,departures board,diaper,disused place,drinking water,driving side,dryer,fence type,fishing,fuel LH2,geothermal,golf cart,informal,kids area,lgbtq,lock,motorcycle parts,nudism,ramp,ref bic,sailing tours,shoulder,sidewalk,smokefree,speech input,stove,takeaway,terrace,washing machine,waste,wetland,height,addr,building levels,cuisine,dispensing,drive through,embankment,lanes,maxspeed,oneway,opening hours,operator,park ride,ref vatin,religion,waterway,playground,canoe,craft,designation,fair trade,leaf type,lock name,lock ref,material,parking lane,post box type,start date,surface,tactile paving,year of construction,after school,brewery,consulting,conveying,evacuation route,fee,fuel diesel G2,kerb,lanes psv,mountain pass,pump,railway preserved,seasonal,traffic signals,delivery,fenced,landuse,leisure,social facility,tunnel,water,sport,name,emergency,man made,office,aeroway,historic,shop,service,tourism,club,military,amenity,natural,tower type,vending,barrier,healthcare,place,garden type,highway,railway,aerialway,power,government,junction,traffic sign,advertising,industrial,path,route,manhole,dock,memorial,landcover,information,traffic calming,seamark,cycleway,denomination,boundary,wall,geological,bunker type,public transport,abandoned amenity,aerodrome type,residential,animal,footway,bridge structure,generator type,locality,attraction,generator source,internet access,FIXME,TMC Direction,abandoned,access,actuator,addr country,admin level,aerialway drag lift,airmark,ale supply,allotments,aminety,animal breeding,animated,anthropogenic,area,area highway,artwork type,assembly point earthquake,assembly point fire,assembly point flood,assembly point landslide,assembly point tornado,assembly point tsunami,atm,baby hatch,baseball,basin,bath type,bay,bbq,bicycle,bin,biosphärenwirt,birds nest,boat clothes,boat parts,boat rental,boat repair,boat type,border type,boules,brand,bridge,bridge movable,building use,bus,busbar,busway,busway left,busway right,cabin rental,cafe,cai scale,camp site,canal,capital,car,car parts,car repair,car type,cargo,castle type,cemetery,center turn lane,centralkey,changing table,climbing,clothes,club-mate,coastline survey quality,cocktails,collection times signed,comment,communication,construction,consulate,covered,crane type,created by,crop,crossing,cutting,cycle network,cyclestreet,cycleway left,cycleway right,dataset,defensive,demolished,dennert fir tree,denotation,destroyed,dinner,diplomatic,direction,dispenser,distillery,disused,disused amenity,disused railway,edit group,electrified,embassy,emergency service,entrance,esperanto,estuary,european cultural path,expressway,fast food,flat steps,flood mark,flow direction,foot,ford,fortification type,fountain,frequency,generator method,generator plant,glideslope,golf,goods,grass,guidepost,handle,harbour,harbour category,hazard prone,hazard type,hazmat,hazmat water,healthcare speciality,heritage,heritage operator,hgv,holding position,horse,hunting,ice cream,ice road,incline,indoor,indoormark,insurance,intermittent,irrigation,jetski rental,karst,key,land area,landform,landmark,lane,layer,lcn,leaf cycle,level crossing,liaison,line,line attachment,lines,listed status,lit,lit perceived,living street,localizer,location,location transition,love locks,maintenance,managed,maritime,massage,maxheight,medical,megalith type,memorial type,microbrewery,mooring,motor vehicle,motorcar,motorcycle,motorcycle clothes,motorcycle rental,motorcycle repair,motorcycle sales,motorcycle theme,motorcycle type,motorcycle tyres,motorcycle friendly,motorroad,museum,nest platform,network,network type,noaddress,noname,nonsquare,observatory type,odbl,old railway operator,oneway bicycle,opening hours signed,osmarender nameDirection,osmarender render,osmarender renderName,osmarender renderRef,outdoor seating,overtaking,parking,parking lane hgv,passenger,passing places,pilotage,pipeline,piste type,placement,plant method,plant source,pole,police,political division,power source,priority,prison camp,private,pseudo,psv,raba id,radar transponder,radar transponder band,radio transponder AIS,radio transponder category,ramsar,real ale,real cider,recycling type,reference point,refitted,rental,repair,resource,restriction,review requested,rfr,roller coaster,ruins,school,seamark beacon cardinal colour pattern,seamark beacon cardinal shape,seamark beacon isolated danger colour,seamark beacon isolated danger colour pattern,seamark beacon isolated danger shape,seamark beacon lateral colour,seamark beacon lateral colour pattern,seamark beacon lateral shape,seamark beacon safe water colour,seamark beacon safe water colour pattern,seamark beacon safe water shape,seamark beacon special purpose category,seamark beacon special purpose colour,seamark beacon special purpose shape,seamark buoy cardinal colour pattern,seamark buoy cardinal shape,seamark buoy isolated danger colour,seamark buoy isolated danger colour pattern,seamark buoy isolated danger shape,seamark buoy lateral colour,seamark buoy lateral colour pattern,seamark buoy lateral shape,seamark buoy safe water colour,seamark buoy safe water colour pattern,seamark buoy safe water shape,seamark buoy special purpose category,seamark buoy special purpose colour,seamark buoy special purpose colour pattern,seamark buoy special purpose shape,seamark cable overhead category,seamark conspicuity,seamark distance mark category,seamark fixme,seamark fog signal,seamark fog signal category,seamark harbour category,seamark landmark category,seamark landmark conspicuity,seamark landmark function,seamark light category,seamark light character,seamark light colour,seamark light exhibition,seamark light status,seamark light visibility,seamark mooring category,seamark obstruction category,seamark radar transponder category,seamark radio station category,seamark restricted area category,seamark restricted area restriction,seamark small craft facility category,seamark topmark colour,seamark topmark shape,seamark type,seaway,segregated,shelter,shelter type,signal station,sinkhole,site,site type,ski,smoking,smoothness,snowmobile,source,source addr,source ele,source geometry,source maxspeed,source name,source position,source ref,sports,spring type,state,station,sub sea,submarine,substance,substation,summit cross,supervised,swimming pool,switch,tank trap,telecom,telecom medium,telescope type,theatre type,tickets public transport,tickets public transport subscription,tidal,tomb,tower construction,tracktype,traffic,trailer type,train,tram,transformer,trees,trolley wire,turn to close,two sided,type,usage,valley,valve,vehicle,vending machine,water source,wheelchair,whitewater,winter road,wires,wood,woodland,worship,zoo
building,1,0.160538779,0.270955235,0.23798494,0,0.554230799,0.398961329,0.314234337,0.239193242,0.050776527,0.51393821,0.33143516,0.391679148,0.151774218,0.473296147,0.212618763,0,0.27213142,0.277446745,0.265781591,0.466879429,-0.08582672,0.204386865,0.288281365,-0.024312711,0.332933065,0.074445235,0.244849452,0.114939016,0.400381336,0.06355516,0.234718892,0.25901183,0.097682219,0.359246216,0.312738409,0.328653384,0.215348813,0.279750304,-0.07291898,0.816808832,0.143160113,0.080882343,0.399593333,0.305056225,0.288598725,-0.012654894,-0.005753181,0.362856832,0.209575894,0.400831492,0,0.20575521,0.202218685,0.385169448,0.203054918,0.353202014,0.172540478,0.327916567,0.257398972,0.273309324,0.216670755,0.286831193,0.422703542,0.371177368,0.322762703,0.273513036,0.311323805,0.620471182,0.446086729,0.31222858,0.367977315,0.211842315,0.334293761,0.19350009,0.171241593,0.131833817,0.118302182,0.306721256,0.225678979,0.438524225,0.161874987,0.325852157,0.19535236,0.302370644,0.037386494,0.282679727,0.570563575,0.365596304,0.353104188,0.208170175,0.218753564,0.335437736,0.396844769,0.499035609,0,0.505311301,0.41281599,0.317422116,0.304225315,0.295936616,0.355347246,0.226567757,0.318750093,0.578366387,0.218688361,0.33273607,0.282615918,0.462345181,0.481223072,0.362039567,0.395705414,0,0.355474594,0.394091659,0.218780411,0.420422927,0.313497686,0.481749026,0.319419937,0.259637252,0.231757071,0.290191454,0.337780791,-0.087539464,0.293313834,0.349545369,-0.113481443,0.047109411,0.094185394,0.242278487,0.470190421,0.210675855,0.423872325,0.458202708,0.44924876,0.315909712,0.581332756,0.233528352,0.052932329,0.655258766,0.331678959,0.257339864,0.339833855,0.310891974,0.334732065,-0.141682591,0.101019096,0.458168246,0.33603124,0.025182728,0.148250589,0.362463727,0,0,0.251265306,0.138187457,0,0.242259585,0.171820478,0.041475323,0.465201361,0.497038609,0.321781755,0.471183569,0.5289125,0.482183195,0.38881997,0.447184172,0.418814654,0.06964793,0.230319328,0.205926367,0.178429335,0.352942134,0.260246947,0.127163563,0.295788458,0.151612785,0,0.284929261,0.363218996,0.374699404,0.368039233,0.41443906,0.393546767,0.314269432,-0.051019203,0.327894907,0.499808237,0.461111607,0.857621997,0.289475148,-0.017144763,0.126675313,0.254847324,0.321503855,0.376084921,0.284225056,0.221276191,0.447850112,0.250566626,0.429479938,0.336347101,0.366594389,0.410430749,0.390298083,0.233116031,0.465819792,0.357357123,0.466095666,0,0.366775196,0.323475838,0.248028293,-0.11808298,0.385375349,0.144692764,0.325804936,0.136369179,0.335701816,0.676282804,0.194640777,0.320547441,0.404639684,0.363160479,0.13259261,0.284335512,0.317674816,0.3364581,0,0.185035009,0.256625505,0.08604506,0.233023448,0.511254309,0,-0.089766207,0.442464323,0.201643831,0.234899657,0.282134084,0.043251897,0.210134056,0.336756699,0.367368046,0.421507729,0.285430928,0.203900595,0.30027328,0.388110408,0.479883254,-0.093508963,0.121463497,0.398830928,0.240197729,0.36793058,0.497028115,0.364589087,0.316714602,0.331686333,0.195601932,0.39747611,0.329256982,0.152532639,0.310278621,0.404973929,-0.136785892,0.243623329,0.278512478,0.264492065,0.016873758,0.242070992,0.302454308,0.327634465,0.251086823,0.331533432,0.081732513,0.28331627,0.265523413,0.373790955,0.390017718,-0.043505677,0.366516559,0.219125043,0.192427941,0.205377915,0.390683779,0.155823021,0.363972474,0,0.268782161,0.086789079,0.264618315,0.158509355,0.03826048,0.327550241,0.510063226,0.065554892,0.450338073,0.285674626,0.187599506,-0.132165245,0.224439302,0.458841601,0.22937476,0.316067852,0.280423145,0.309680891,0.272918219,0.314356537,0.369825138,0.570885046,-0.079217913,0.411955458,0.470311018,0.289763764,0.477301051,0.365549393,0.244205201,0.113232553,-0.121535158,0.288963215,0.280660822,0.425925908,0.122702121,0.203780827,0.350295117,0.045541357,0.209231333,0.279582499,0.308600051,0.338892408,0.331384324,0.317654314,0.310418322,0.194343946,0.343168918,0,0.473471617,0.455713979,0.298204711,0.370936929,0,-0.149080028,0,0.458961011,0,0.476486569,0.187545966,0.362534794,0,0,0,0,0.378778677,0.097980825,0.450184584,0.297419523,0.231895048,0.410158512,-0.050005749,0.295806339,0.156823766,0.289442973,0.410400911,0.406130357,0.285772707,0.303304504,0.343234187,0.37084312,0.316839471,0.361738354,0.399385488,0.047104412,-0.117206881,-0.081046343,0.125043819,0.157664054,0.065605608,0.181204995,0,0.262431814,0.263827572,0.414083184,0.318569277,0.171959641,0.290638964,0.349129386,0.309401784,0.146248709,0.210845048,-0.1388622,0.198569848,0.389166271,0.386356772,0.194587699,0.223798174,0.252499423,0.283240414,0.32179029,0.168158514,0.213605474,0.242995593,0.330058645,0.35343757,0.405317893,0.324296957,0.303611224,0.382611965,0.155098786,0.171477681,0.214308979,0.250984668,0.279484454,0.117692401,0.171869799,0.187446435,0.28890008,0.318154988,0.356540786,0.28035509,0.268940894,0.297985074,0.342930784,0.256752534,-0.086922097,0.229027026,-0.170551478,0.121375503,0.169413046,0.164407675,0.214285868,0.107859041,0.271218841,0.166414338,0.222836958,0.147107387,0.262537505,0.201768608,0.208487746,0.104018247,0.063697893,0.087959221,0.236572324,0.284759804,0.267841465,0.461987182,0,0,0.077539293,0.030532607,0.202257116,0.406145065,0.458574476,0.333873367,0.196110044,0.411184262,0.436009109,0.19660117,0.224989298,0.041430518,0.087938757,0.259901547,0.097251839,0.204150459,0.305590979,0.140053002,0.296630026,0.349056011,0.242929506,0.24684216,0.319135026,0.332420224,0.358941134,0.267139237,0.245198874,0.206306625,0.369648343,0.325832484,0.245268006,0.36759934,0.189582373,0.318760664,0.220471486,0.28670619,0.318262623,0.419656339,0.374820361,0.34837117,0.186801883,0.284167102,0.747040158,0,0.348101594,0.313488182,0.37910782,0.267148774,0.221494467,0.404151837,0.298504963,0.447073944,0.312030605,0.287621464,0.268545498,0.236546958,0.102861696,0.337360236,0.290386013,0.382311022,0.199786072,0.072410068,0.383196572,0.246630278,0.40956942,0.191491257,0.267323713,0.245119743
4wd only,0.160538779,1,0.053188648,0.152511493,0,0.281892919,0.356539207,0.290449401,0.181196798,0.106288701,0.197396141,0.175538652,0.429482745,0.197647484,0.261721961,0.22397824,0,0.14235242,0.316586939,0.095606677,0.297477608,-0.014631872,0.306259431,0.402788231,0.062060396,0.218693302,0.066745352,0.273839799,0.149715916,0.102058704,-0.011016353,0.153093608,0.185829717,-0.004467966,0.117582161,0.18947114,0.16233827,0.058179457,0.211296855,0.008893481,0.218278006,0.032359277,0.030375571,0.429479546,0.090594675,0.192340233,-0.009381608,0.116511228,0.246721395,0.233028872,0.409397549,0,0.162812694,0.064816209,0.141858355,0.20855975,0.150463891,0.143092518,0.240377834,0.256617055,0.290330705,0.262264594,0.153492152,0.333393245,0.311836557,0.292415902,0.14332841,0.104766981,0.252371405,0.244505307,0.05997798,0.058763911,0.050886508,0.202592008,0.268805551,0.44233361,0.153225037,0.146827009,0.305925188,0.295593974,0.175317216,0.136399543,0.193508126,0.192866471,0.209431144,0.015997245,0.2183612,0.175720442,0.152419478,0.194787434,0.368611892,0.137167894,0.200148045,0.285165864,0.113983868,0,0.124674973,0.239911923,0.279280324,0.17374034,0.218271697,0.20284279,0.139559335,0.233659832,0.252295265,0.100061325,0.13027271,0.055015565,0.298579306,0.252338127,0.313858322,0.171011697,0,0.325167891,0.1884076,0.083821272,0.224007397,0.146171562,0.137193605,0.18373662,0.259021149,-0.034236056,0.178053179,0.048752393,-0.035700554,0.167853215,0.141281996,-0.146852931,0.007400931,0.111761416,0.117854328,0.108436801,0.120839092,0.22065643,0.251418128,0.211144449,0.19289199,0.171294908,0.159165486,0.02742936,0.155759763,0.299331029,0.121453933,0.197541194,0.220538947,0.281525121,-0.098210738,0.122312832,0.178513346,0.280497786,0.244887009,0.195498578,0.233336483,0,0,0.160797928,0.060223735,0,0.152912468,0.102146764,0.054524199,0.241133021,0.339136762,0.16118666,0.291514998,0.304387379,0.300622046,0.293400524,0.279968715,0.295802316,0.209904891,0.287759117,0.107442699,0.036652593,0.227755063,0.204797321,0.163306406,0.255318078,0.095569758,0,0.099486992,0.299667298,0.407526325,0.37517129,0.334317152,0.356274926,0.222522184,-0.072554699,0.213430472,0.143100734,0.160989985,0.283296118,0.276116142,-0.063523391,0.021912019,0.157017817,0.203930344,0.353650684,0.110119028,0.252044094,0.282927962,0.042397513,0.111236625,0.462531235,0.484088456,0.415610028,0.45018639,0.304474692,0.240295143,0.074631379,0.30832641,0,0.193480339,0.269467131,0.161769245,-0.138764161,0.238363258,-0.000126941,0.205037728,0.092488718,0.104706028,0.166388881,0.021129089,0.225116177,0.28988744,0.120812839,0.177601788,0.192281344,0.182136594,0.196024265,0,0.141284475,0.192745358,0.075943823,0.092828105,0.05248416,0,-0.021148465,0.178500467,0.138513936,0.099490775,0.132884087,0.078421071,0.01490751,0.035887265,0.114430787,0.122882133,0.179808685,0.074951833,0.054645804,0.282969003,0.213018412,-0.076226268,0.027754552,0.236829081,0.147244326,0.269455807,0.267489201,0.179886496,0.157718444,0.242298624,0.468983255,0.113329833,0.026496678,0.146556062,0.233050695,0.222941486,-0.020714994,0.250578712,0.179273825,0.183763792,-0.006852356,0.28879654,0.123939051,0.200467627,0.202841513,0.252663972,0.031754601,0.147431685,0.095333332,0.164449403,0.268961757,0.09111546,0.267590397,0.251323153,0.23236801,0.157202422,0.324259312,0.221164219,0.171021625,0,0.231198639,0.243278456,0.100200566,0.313674773,0.026865855,0.224784728,0.31136483,0.006205526,0.025195663,0.229763251,0.078086913,-0.040243293,0.233842955,0.29080282,-0.021251212,0.17771741,0.243055339,0.142630698,0.241797677,0.148324376,0.184109898,0.267785441,-0.062530517,0.224686896,0.252295289,0.326841044,0.217823555,0.234381655,0.043324237,0.117751254,-0.080304,0.143232599,0.130094552,0.188125541,0.039761767,0.099981361,0.481681865,0.1380322,0.330517438,0.305819766,0.399180498,0.34203109,0.33150189,0.315643515,0.368762657,0.426927787,0.378638342,0,0.126019416,0.163538784,0.11149245,0.217321624,0,-0.07249956,0,0.174306642,0,0.290993404,0.244474555,0.241886356,0,0,0,0,0.248025832,0.158699427,0.350921387,0.299757296,0.347067027,0.271611425,0.074943429,0.047662433,0.287388982,0.147910715,0.159099257,0.139182713,0.212120454,0.146012136,0.162055156,0.266711936,0.20881885,0.196823131,0.251271238,0.080921286,0.016385897,0.041981531,0.194981212,0.21687953,0.215627705,0.305320791,0,0.195110844,0.181421527,0.201038584,0.228630218,0.04447747,0.317074038,0.238004681,0.130965513,0.23720128,0.217894074,-0.08040652,0.226584672,0.148422538,0.168230381,0.092170941,0.048781506,0.164771778,0.17654842,0.152870191,0.111108171,0.131406107,0.095525886,0.22759965,0.233105911,0.220423594,0.216847541,0.222057454,0.214218453,0.059527537,0.006536552,0.133642521,0.149915522,0.118035021,0.071342111,0.098293017,0.05326043,0.194955506,0.204906881,0.182778584,0.181329226,0.194108202,0.201348102,0.180570098,0.171444429,-0.11270953,0.155511147,-0.153719664,0.131998554,0.185308635,0.049211046,-0.008225858,-0.088307658,0.017779028,0.122709071,0.131216769,0.131353315,0.058082729,0.131379512,0.126801064,0.033801336,-1.99E-05,0.127993267,0.170369154,0.196904915,0.217697752,0.192132642,0,0,0.023085359,0.000208425,0.055784347,0.120415572,0.234825753,0.211362028,-0.01518956,0.208146296,0.279441515,0.283548975,0.155941877,0.112098506,0.298783416,0.111269542,0.072499752,0.15466062,0.143078249,0.056779803,0.153385562,0.241610457,0.115863971,0.243524713,0.264417893,0.209158107,0.186309959,0.262425582,0.047978977,0.076463646,-0.006527854,0.207002434,0.11677825,0.188171574,0.30358118,0.27418972,0.041535592,0.150414349,0.210117021,0.223786158,0.271317596,0.287248018,0.067085385,0.076879392,0.187695797,0,0.188380799,0.339080715,0.263500815,0.172217928,0.154754028,0.169449196,0.253139852,0.342489658,0.270850551,0.242741056,0.205071562,0.174939311,0.214306141,0.449173713,0.154505863,0.19259701,0.315749524,0.143382881,0.365710243,0.196201396,0.164405563,0.114634098,0.095024546,0.151684195
monitoring radiation,0.270955235,0.053188648,1,0.306032484,0,0.217485076,0.184283982,0.262643802,0.186042117,0.102494849,0.157413323,0.365229405,0.309194771,0.177611187,0.276149962,0.176366687,0,0.302456739,0.0965723,0.147855857,0.29386209,-0.077690029,0.184980658,0.17177861,-0.013794037,0.126783377,-0.001420521,0.097575878,0.147190826,0.074477588,0.0405247,0.379509719,0.155854051,-0.027768722,0.110435645,0.308000503,0.366367182,0.253468308,0.219312822,-0.065548028,0.443136992,0.001733616,0.324343956,0.296005822,0.08818691,0.126774373,-0.090367425,-0.080428853,0.268061437,0.313498427,0.10938487,0,0.117525512,0.123904984,0.093295338,0.00911618,0.076843513,0.211010161,0.180687625,0.236877426,0.147020087,0.168507852,0.347972018,0.168891478,0.222185905,0.217841175,0.427055985,0.223852306,0.324462851,0.266943446,0.002763909,0.305674837,0.244615599,0.402583772,0.164981866,0.22885528,-0.005560273,0.053059057,0.198789715,0.305852999,0.188714479,0.230169731,0.493760333,0.32229513,0.07132822,0.04883403,0.078897848,0.429088485,0.286017069,0.393360631,0.112436496,0.037531612,0.48458786,0.154422263,0.242096689,0,0.104584537,0.097906551,0.299434348,0.206848315,0.04454624,0.257685399,0.103030451,0.304326965,0.311583018,0.152650784,0.39932061,0.386388223,0.226022333,0.241554292,0.183121615,0.135634055,0,0.381430288,0.303493446,0.209982743,0.3091823,0.186796585,0.353014376,0.283901493,0.240188083,0.144890221,0.15683115,0.063187051,0.005350757,0.395309613,0.316467273,-0.072082741,-0.091270254,0.025464499,0.309925024,0.241339515,0.340470831,0.293634034,0.405212633,0.161990716,0.262823105,0.262660465,0.308393699,-0.035411136,0.323188167,0.386511104,0.176358856,0.108798639,0.471327101,0.361730028,-0.079953248,0.20869667,0.141453958,0.370225944,0.244028079,0.076816305,0.317625185,0,0,0.221092354,0.082137916,0,0.320688772,0.096124057,0.330842185,0.3484357,0.315420109,0.171307303,0.446712095,0.421239667,0.444800086,0.365404586,0.386400483,0.465707121,0.121507588,0.196203859,0.077586072,0.206058682,0.209579041,0.180476265,0.041192824,0.138672184,0.121967159,0,0.224803148,0.142614055,0.190734419,0.137355999,0.246670863,0.242723067,0.276225084,-0.097842398,0.069405676,0.175616565,0.272633816,0.383077922,0.17107799,0.055036259,0.010352171,0.08455252,0.115026496,0.147901064,0.052491278,0.165746705,0.217612789,0.17283592,0.184267373,0.15239058,0.194556833,0.25089426,0.248111892,0.209560602,0.17583066,0.066604684,0.269636847,0,0.321970033,0.105487153,0.091977699,-0.205902054,0.411466948,0.063100121,0.216487968,0.082820182,0.471566592,0.258669184,0.059812494,0.250325246,0.275133491,0.211766043,0.248806613,0.194854452,0.280012969,0.492721925,0,0.002917696,0.031887335,0.262865591,0.112691252,0.018236323,0,-0.018910012,0.218727512,0.016830601,0.186404285,0.316279019,0.17889571,0.014127046,0.037947996,0.091947854,0.102589066,0.219007203,0.116212055,0.154830032,0.46969566,0.129223299,-0.111840934,0.144053954,0.282772082,0.065328557,0.303928073,0.274004944,0.318958972,0.442272274,0.147940137,0.095050579,0.287846225,0.04866637,0.562880231,0.492790717,0.444411388,0.053033644,0.099200039,0.139150509,0.116903594,0.03882202,0.208759118,0.127435098,0.160507467,0.47614892,0.474565187,0.226729249,0.405756986,0.326994343,0.080066184,0.269269073,-0.03303954,0.27571288,0.060692049,0.162067487,0.165208519,0.233289149,0.07647295,0.268744623,0,0.249441059,0.411118402,0.356224218,0.018574126,0.131796271,0.272648711,0.323713813,0.035904014,0.134161465,0.114126022,0.342523521,-0.088181348,0.310958377,0.37511299,0.229901834,0.228005996,0.278129844,0.260246359,0.316431152,0.148354159,0.299701326,0.202185749,0.149011248,0.30939045,0.412702057,0.127269415,0.436453501,0.277021294,0.264643802,0.184957663,-0.07393239,0.492631615,0.088099799,0.207036014,-0.104272049,0.17274663,0.311395778,-0.039374325,0.11584385,0.12801873,0.131462374,0.231127812,0.194342018,0.103963101,0.227557274,0.127253314,0.190347357,0,0.091035603,0.265800637,0.401188383,0.4229694,0,-0.160748776,0,0.43047627,0,0.254758545,0.035078122,0.21866945,0,0,0,0,0.184300953,0.07972678,0.179885969,0.110698303,0.211541729,0.289143971,0.10177142,0.353460123,0.158513985,0.357943451,0.498916158,0.465948524,0.189059602,0.254872266,0.245776975,0.478328208,0.34939524,0.177923366,0.216185184,0.181808046,-0.049968469,-0.05966881,0.449400011,0.440269311,0.301957832,0.385392081,0,0.083488691,0.137846688,0.34943046,0.352421983,0.00870506,0.097544577,0.263840626,0.319350023,0.313862852,0.292820436,-0.060278243,0.054482133,0.060466481,0.172633823,0.270932678,0.216479944,0.388558449,0.418171966,0.393457357,0.295630375,0.340285708,0.296859367,0.424027374,0.452879714,0.43550007,0.307244006,0.324514652,0.332653722,0.247164189,0.18048098,0.369724353,0.402299147,0.366762759,0.262490509,0.31339422,0.256349093,0.397839466,0.430891638,0.40051588,0.278909803,0.305993702,0.348007546,0.306853826,0.279947904,0.028495954,0.191157378,-0.097402345,0.361724401,0.370353595,0.069599235,0.063458635,0.079713049,0.221286781,0.212481414,0.189779785,0.230603225,0.180363149,0.334277317,0.327059188,0.090877312,0.181297784,0.330784464,0.294021531,0.269831332,0.343438747,0.274935237,0,0,0.093091679,0.000609035,0.137488353,0.253637689,0.334435306,0.485816591,0.099596196,0.238694075,0.307027191,0.090531617,0.279977297,0.089050351,0.06349287,0.419118738,0.196872458,0.279068899,0.41491786,0.169724508,0.28715867,0.438737199,0.317461242,0.133446266,0.262969686,0.317231102,0.314087858,0.295009093,0.246947969,0.358775733,0.292602265,0.175024627,0.290517128,0.206476962,0.309062518,0.332203143,0.286514271,0.35672838,0.392123553,0.213472727,0.290749321,0.29517343,0.346068987,-0.013820104,0.286334416,0,0.316528245,0.182431497,0.180685724,0.076803795,0.328432762,0.201732552,0.220231273,0.280397249,0.163636753,0.256158762,0.418764591,0.12061036,0.312331626,0.306674619,0.242089872,0.499774813,0.093415158,0.019149173,0.214858364,0.309526955,0.15233876,0.091762704,0.055845675,0.111702652
