key
voltage 
crossing:barrier 
voltage:primary 
voltage:secondary 
importance regional
motorcar 
history 
overtaking yes
waste_basket 
route hiking
highway footway
waterway:type 
wheelchair 
width 
wikidata 
surface cobblestone
image 
zip_left 
name:hi 
network VRR
mhs:inscription_date 
zone:maxspeed 
area yes
4wd_only yes
crossing traffic_signals
metcouncil:site_id 
CONCELHO FIGUEIRA DE CASTELO RODRIGO
DISTRITO GUARDA
FMMP_modified no
HFCS Urban Collector
crossing unmarked
HFCS Urban Principal Arterial
name:sr-Latn 
amenity bar
aerialway 
HFCS Urban Principal Arterial - Other
Mapper mspray8
NHS STRAHNET
damage 
Province Bataan
Province Batangas
man_made pier
communication:mobile_phone 
Province Ilocos Norte
Srednica 80
name:hu 
access agricultural
access customers
access destination
access unknown
advertising billboard
LandPro08:LU_NAME 
advertising column
aerialway station
aeroway gate
shop toys
aeroway helipad
aeroway runway
amenity bureau_de_change
train 
traffic_sign 
industrial 
aeroway taxiway
age mature
agricultural no
chicago:building_id 
agricultural yes
allotments plot
man_made wastewater_plant
railway 
amenity arts_centre
amenity bbq
id_ob 
level -1
information guidepost
amenity bicycle_parking
amenity bicycle_rental
amenity biergarten
natural tree
leisure fitness_station
amenity charging_station
sport american_football
amenity cinema
amenity clinic
amenity college
shop greengrocer
amenity community_centre
man_made surveillance
bicycle dismount
amenity embassy
amenity fast_food
amenity ferry_terminal
departures_board no
amenity fire_station
amenity hospital
amenity hunting_stand
place quarter
amenity library
amenity marketplace
amenity parking
landuse vineyard
amenity pharmacy
amenity post_box
display 
amenity post_office
amenity prison
amenity public_building
highway trunk_link
amenity school
amenity shelter
amenity taxi
amenity telephone
contact:fax 
amenity university
leaf_type mixed
amenity vending_machine
location indoor
amenity waste_basket
mapper mspray14
healthcare hospital
seamark:type 
construction motorway_link
maxaxleload 
name:ja_kana 
building garage
hazmat designated
bollard 
type route_master
backrest no
barrier block
sport climbing
barrier cattle_grid
barrier chain
crossing uncontrolled
area no
barrier city_wall
barrier entrance
barrier kissing_gate
railway tram_stop
barrier lift_gate
barrier retaining_wall
barrier stile
shop houseware
barrier toll_booth
barrier wall
maxspeed:variable 
barrier yes
construction trunk
colour brown
basin retention
bdouble yes
bicycle designated
fuel:e10 
sidewalk left
bicycle no
bicycle permissive
bicycle_parking wall_loops
category 
bin no
capacity 12
shop variety_store
horse permissive
level 2
diameter_crown 6
board_type history
boat yes
border_type city
goods 
border_type freguesia
boundary national_park
boundary political
brand 
building bungalow
electrified contact_line
boundary postal_code
massgis:DEED_ACRES 
boundary protected_area
building hospital
brand Deutsche Post
vehicle destination
maxspeed:type 
amenity shower
brand McDonald's
brand Shell
leaf_type broadleaved
bridge viaduct
barrier fence
bridge yes
name:en2 
building static_caravan
building apartments
website 
building bunker
natural rock
building cabin
building carport
building civic
building college
admin_level 8
building commercial
building construction
button_operated yes
building cowshed
building detached
building hangar
building garages
building hotel
building house
building hut
seamark:mooring:category 
building kindergarten
location roof
building kitchen
building mosque
building school
material metal
place suburb
highway give_way
building shed
int_ref AH1
building silo
building stable
power catenary_mast
building train_station
building transformer_tower
light_rail yes
prow_ref 
building trullo
building university
note:en 
building warehouse
railway disused
bunker_type pillbox
aeroway aerodrome
cables 1
cables 3
seasonal no
cables 6
capacity 1
capacity 10
capacity 2
capacity 3
motor_vehicle designated
capacity 30
electrified rail
capacity 4
sidewalk separate
capacity 50
is_in:country_code 
cemetery sector
china_class xiang
circumference 0.15
circumference 0.16
historic tomb
motor_vehicle agricultural;forestry
circumference 0.3
colour #000000
colour #ff0000
colour black
colour green
surface 
colour red
shop beauty
colour white
NHS 
condition fair
stop_id 
construction house
construction residential
residential urban
content silage
passenger_information_display no
content water
covered no
place city_block
craft carpenter
shop bicycle
crop rice
leisure stadium
facebook 
crop tea
crossing island
crossing_ref pelican
crossing_ref zebra
network HVV
cuisine american
bin yes
cuisine asian
cuisine chicken
cuisine chinese
fhrs:id 
access yes
cuisine coffee_shop
